custid,custfname,custlname,custphone,custemail,custstate,contactpref,pmtid,addedstamp,updatedstamp,hhi,ismarried,haskids,travelswpet,pronoun
4035,Reina,Ortiz,(385) 362-7556,rortiz927@icloud.com,UT,text,209235088094,4/3/22 0:00,,174273,y,y,n,
4036,Caroline,Flynn,(208) 588-5983,cflynn28@yahoo.com,ID,call,195181896375,4/3/22 0:00,,,n,,y,
4037,Saige,Tyler,(602) 991-6077,styler91@yahoo.com,AZ,call,788798658463,4/3/22 0:00,,137922,,y,,she
4038,Cameron,Ortiz,(602) 294-3697,cameronortiz50@yahoo.com,AZ,text,476579840031,4/3/22 0:00,,122900,y,y,,
4039,Emerie,Mills,(208) 377-5890,emeriemills93@yahoo.com,ID,,638760935742,4/3/22 0:00,,139371,,n,y,she
4040,David,Kerr,(385) 417-9305,,UT,email,613987399924,4/3/22 0:00,,142980,,y,n,
4041,Kairi,Gibson,(602) 833-1014,kairigibson20@hotmail.com,AZ,text,514609595947,4/3/22 0:00,,,,,,
4042,William,Freeman,(208) 635-3712,williamfreeman49@hotmail.com,ID,text,154304885669,4/4/22 0:00,,156727,y,,y,
4043,Martin,Barron,(928) 770-6273,martinbarron82@yahoo.com,AZ,,402536206040,4/4/22 0:00,,165194,n,n,n,
4044,Ava,Patrick,(602) 454-6300,avacamps90@outlook.com,AZ,text,202506576789,4/4/22 0:00,,412532,,,n,she
4045,Logan,Kerr,(208) 763-6133,logankerr37@outlook.com,ID,text,539304170295,4/4/22 0:00,,119030,y,,y,
4046,Silas,McGuire,(801) 880-6652,smcguire673@gmail.com,UT,,555925874011,4/4/22 0:00,,138690,y,y,,he
4047,Lily,Shaw,,lilyshaw77@gmail.com,OR,email,194136871564,4/4/22 0:00,,122739,y,y,,
4048,J.T.,Newman,(602) 752-4137,j.t.newman93@outlook.com,AZ,text,412853116323,4/4/22 0:00,,78133,n,n,n,
4049,Colten,Hart,(623) 265-6629,chart743@yahoo.com,AZ,text,294222717672,4/4/22 0:00,,101122,y,y,y,he
4050,Anderson,Lewis,(801) 843-2403,alewis291@yahoo.com,UT,email,698732962378,4/4/22 0:00,,,,,,
4051,Elliana,Carlson,(520) 591-3245,ecarlson448@gmail.com,AZ,call,903754056450,4/4/22 0:00,,163647,y,y,y,
4052,Oaklee,Hess,(208) 759-1777,ohess184@icloud.com,ID,email,563852272651,4/4/22 0:00,,139622,y,y,y,
4053,Alyssa,Carter,(602) 707-6918,alyssacarter87@gmail.com,AZ,email,466334481704,4/5/22 0:00,,178117,,,n,
4054,Elizabeth,Swanson,(602) 676-7663,elizabethswanson56@outlook.com,AZ,call,141195080297,4/5/22 0:00,,121683,y,y,n,she
4055,Mina,Drake,(801) 242-4841,minadrake22@gmail.com,UT,text,535503379537,4/5/22 0:00,,160410,y,y,y,
4056,Sam,Drake,(541) 470-7639,samdrake98@yahoo.com,OR,text,638976270712,4/5/22 0:00,,126440,y,y,n,
4057,Matty,Watts,(208) 862-6777,mwatts149@yahoo.com,ID,text,698902834184,4/6/22 0:00,,180994,n,,,
4058,Charlotte,Flores,(801) 305-2918,cflores860@hotmail.com,UT,text,227792580512,4/6/22 0:00,,,y,n,n,
4059,Jaliyah,Garcia,(208) 297-1153,jgarcia353@yahoo.com,ID,email,300009026371,4/6/22 0:00,,182104,n,n,n,she
4060,Rylan,Diaz,(208) 331-6487,rdiaz291@gmail.com,ID,email,547878558636,4/6/22 0:00,,166170,y,n,y,he
4061,Macie,Murray,(385) 375-3685,mmurray731@yahoo.com,UT,call,644687805986,4/6/22 0:00,,82528,y,y,y,she
4062,Harmon,Butler,(480) 545-8563,harmonbutler99@yahoo.com,AZ,text,139037294100,4/6/22 0:00,,105752,y,y,n,
4063,Hayden,Moore,(208) 457-7268,haydenmoore93@gmail.com,ID,email,831346982695,4/7/22 0:00,,101502,y,y,y,
4064,Mike,Grimes,(208) 281-8411,mikegrimes43@gmail.com,ID,email,899524508868,4/7/22 0:00,,72741,y,,,
4065,Sierra,Williams,(208) 635-8071,sierrawilliams44@yahoo.com,ID,text,574884300674,4/7/22 0:00,,,,,,she
4066,Brent,Walls,(801) 721-2025,brentwalls56@gmail.com,UT,email,629107000623,4/7/22 0:00,,185223,y,y,y,he
4067,Xiomara,Lewis,(208) 403-3664,xiomaralewis95@iheartemail.com,ID,text,960788105225,4/8/22 0:00,,174148,,,,
4068,Wyatt,Lopez,(623) 266-2530,wyattlopez65@iheartemail.com,AZ,text,550642654560,4/8/22 0:00,,158674,n,y,y,he
4069,Logan,Davis,(801) 474-1750,ldavis589@yahoo.com,UT,text,777487434084,4/8/22 0:00,,144012,y,n,n,
4070,Yaretzi,Ramirez,,yaretziramirez70@outlook.com,UT,email,459079862352,4/8/22 0:00,,166422,y,,n,she
4071,August,Bates,(307) 712-1438,abates756@yahoo.com,WY,email,152805281057,4/8/22 0:00,,123533,,n,y,
4072,Bianca,Murphy,,biancamurphy85@yahoo.com,AZ,email,283901082182,4/8/22 0:00,,114381,n,,n,she
4073,Ivanna,Garza,(801) 613-3085,ivannagarza53@yahoo.com,UT,email,407171189839,4/8/22 0:00,,194129,,,,she
4074,Zaria,Waters,(307) 717-9968,zariawaters98@snarlywhisper.net,WY,call,314626738108,4/8/22 0:00,,130286,y,n,y,
4075,Adrian,Gutierrez,(801) 504-4641,agutierrez970@gmail.com,UT,text,,4/8/22 0:00,,129761,,,y,he
4076,Charlotte,Everett,(623) 617-9237,charlotteeverett63@yahoo.com,AZ,text,846261174831,4/9/22 0:00,,132005,y,y,n,
4077,Jackson,Turner,(801) 510-9677,jturner947@icloud.com,UT,call,108654255468,4/9/22 0:00,,180241,y,n,y,
4078,Jemma,Gordon,(208) 266-7270,jgordon97@gmail.com,ID,text,771934206524,4/9/22 0:00,,,,,,
4079,Finn,Weber,(208) 835-8599,fweber246@yahoo.com,ID,call,254547099545,4/9/22 0:00,,180639,y,y,y,
4080,Madison,Patterson,(385) 282-6128,madisonpatterson66@icloud.com,UT,,298826235674,4/9/22 0:00,,155332,y,y,,
4081,Wash,Hammond,(623) 588-7265,washhammond66@yahoo.com,AZ,text,784921203349,4/9/22 0:00,,133324,y,y,n,
4082,Leroy,Jackson,(801) 943-8302,ljackson872@gmail.com,UT,email,383013869817,4/9/22 0:00,,140765,y,y,n,
4083,Aerynne,Morales,(208) 457-9696,aerynnemorales45@gmail.com,ID,text,144173421562,4/9/22 0:00,,374932,y,n,y,she
4084,Emily,Bullock,(208) 790-8729,emilybullock83@outlook.com,ID,text,645670605995,4/9/22 0:00,,,,,,
4085,Oakley,Dyer,(435) 446-3785,odyer153@yahoo.com,UT,call,105356179286,4/9/22 0:00,,156666,y,y,y,
4086,Vivienne,Hurst,(435) 807-3085,vhurst367@gmail.com,UT,email,142011467033,4/9/22 0:00,,110500,y,y,n,she
4087,Allison,Reese,(801) 272-7962,allisonreese45@outlook.com,UT,text,,4/9/22 0:00,,,n,,n,
4088,Leyla,Stevenson,(208) 316-8074,leylastevenson19@yahoo.com,ID,email,157969329033,4/9/22 0:00,,103441,y,y,n,
4089,Derwin,Ward,(208) 366-5733,derwinward36@hotmail.com,ID,call,174837026610,4/9/22 0:00,,144374,,,y,
4090,Zora,Wright,(435) 952-9393,zorawright56@hotmail.com,UT,email,784414984018,4/9/22 0:00,,155661,y,y,n,she
4091,Darrel,Cameron,(801) 241-6463,dcameron760@hotmail.com,UT,email,961089454261,4/9/22 0:00,,97606,y,,n,
4092,Lainey,Ayers,(602) 381-8931,laineyayers83@hotmail.com,AZ,call,782526410267,4/9/22 0:00,,141058,y,,,she
4093,Iago,May,(602) 548-8345,imay563@yahoo.com,AZ,email,406832154953,4/9/22 0:00,,,,,,he
4094,Elena,Gomez,(208) 789-3319,egomez106@gmail.com,ID,text,447545672498,4/10/22 0:00,,98858,,y,n,
4095,Palmer,Robinson,(435) 986-6847,palmerrobinson58@hotmail.com,UT,email,193956892877,4/10/22 0:00,,,,,,he
4096,Sophia,Martinez,(208) 407-4242,sophiamartinez100@yahoo.com,ID,email,362847030810,4/10/22 0:00,,184988,n,n,y,
4097,Aubriella,Miller,(208) 496-8354,aubriellamiller57@yahoo.com,ID,text,878285547097,4/10/22 0:00,,129551,y,y,n,she
4098,Jessie,Phillips,(602) 659-2159,jphillips209@gmail.com,AZ,text,689786247505,4/10/22 0:00,,106491,y,y,y,
4099,Redden,Chase,(602) 795-8365,reddenchase68@yahoo.com,AZ,text,598634999076,4/10/22 0:00,,123244,y,y,y,he
4100,Anahi,Hull,(801) 878-3365,ahull55@yahoo.com,UT,call,,4/10/22 0:00,,,,,,she
4101,Brendan,Lloyd,(208) 243-3631,brendanlloyd54@yahoo.com,ID,,955536008609,4/10/22 0:00,,144520,y,n,,
4102,Charlee,James,(385) 228-2764,cjames106@gmail.com,UT,email,421068390423,4/11/22 0:00,,,,,,
4103,Mia,Vaughn,(602) 545-2453,miavaughn26@gmail.com,AZ,text,335132786617,4/11/22 0:00,,260296,y,y,y,
4104,Irene,Simmons,(208) 258-6209,irenesimmons62@outlook.com,ID,text,753805711160,4/11/22 0:00,,120964,y,n,y,
4105,Jacob,Morales,(801) 831-2322,jmorales458@gmail.com,UT,text,488472028138,4/11/22 0:00,,,,,,he
4106,Thomas,Wilkerson,(208) 409-2905,twilkerson45@yahoo.com,ID,call,706922983749,4/11/22 0:00,,189962,n,,n,
4107,Aitana,Nixon,(480) 583-8348,aitananixon62@yahoo.com,AZ,email,252704394148,4/11/22 0:00,,159527,y,y,y,she
4108,Emelia,Miller,(602) 479-9402,emiller197@outlook.com,AZ,text,845146550300,4/11/22 0:00,,485118,y,y,y,she
4109,Lexie,Booth,(602) 254-2741,lbooth225@gmail.com,AZ,text,333801775449,4/11/22 0:00,,166290,,y,y,she
4110,Ella,Bell,(801) 481-6219,ebell725@gmail.com,UT,text,769004261153,4/12/22 0:00,,224647,y,y,,
4111,Elizabeth,Morgan,(385) 394-2451,elizabethmorgan16@gmail.com,UT,call,368428638336,4/12/22 0:00,,,y,y,y,
4112,Morgan,Hull,(801) 321-8129,mhull193@outlook.com,UT,call,896622497787,4/12/22 0:00,,78923,,,y,
4113,Corey,Sanchez,(801) 288-4215,coreysanchez94@gmail.com,UT,text,229006412264,4/12/22 0:00,,167957,y,n,y,
4114,Jenesis,Walker,(801) 554-1996,jenesiswalker77@witsend.com,UT,text,150291847281,4/13/22 0:00,,122795,,,,
4115,Noah,Andrews,,noahandrews91@yahoo.com,AZ,email,694845433119,4/13/22 0:00,,294500,y,y,n,
4116,Geoff,Phillips,(480) 764-8628,gphillips205@gmail.com,AZ,text,141349507618,4/13/22 0:00,,,,,,he
4117,Josephine,Gutierrez,(801) 695-1145,josephinegutierrez34@yahoo.com,UT,email,512910151825,4/13/22 0:00,,,y,n,n,
4118,Dallas,Coleman,(208) 550-4075,dallascoleman53@hotmail.com,ID,text,755852479587,4/13/22 0:00,,,,,,
4119,Mergatroid,Collins,(928) 609-1430,mergatroidcollins32@yahoo.com,AZ,text,629871175044,4/13/22 0:00,,77027,y,n,n,
4120,Palmer,Reed,(928) 696-4938,preed735@gmail.com,AZ,email,143296425676,4/13/22 0:00,,,,,,she
4121,Daniel,Blake,(208) 717-8131,dblake562@gmail.com,ID,text,287350591887,4/14/22 0:00,,147517,y,y,,he
4122,Thomas,Diaz,(208) 341-9230,thomasdiaz70@yahoo.com,ID,call,704143837876,4/14/22 0:00,,,,,,he
4123,Sarah,Moore,(385) 356-3529,smoore695@gmail.com,UT,text,928859346083,4/14/22 0:00,,107909,y,y,y,
4124,Carter,Snow,(520) 409-1600,csnow977@snarlywhisper.net,AZ,call,688418136481,4/14/22 0:00,,117669,,,n,
4125,William,Tate,(602) 974-5408,williamtate47@iheartemail.com,AZ,email,551648593462,4/14/22 0:00,,152916,,,n,
4126,Amayah,Stevens,(208) 530-9829,astevens506@gmail.com,ID,text,306375452421,4/15/22 0:00,,144947,,y,,
4127,Sebastian,Sanchez,(208) 945-1216,ssanchez986@outlook.com,ID,call,725765227300,4/15/22 0:00,,146115,y,n,y,
4128,Ashton,Hunt,(801) 718-3301,ahunt304@yahoo.com,UT,call,575270150563,4/15/22 0:00,,,,,,
4129,Serenity,Garcia,(801) 352-8264,serenitygarcia4@hotmail.com,UT,text,326953120809,4/15/22 0:00,,,,,,
4130,Julieta,Schultz,(208) 561-9391,julietaschultz94@gmail.com,ID,text,821547215043,4/15/22 0:00,,,y,y,y,
4131,Ryder,Clark,(435) 613-2556,rclark195@yahoo.com,UT,text,968687442218,4/15/22 0:00,,,y,n,y,
4132,Sienna,Bell,(435) 763-3830,siennabell21@gmail.com,UT,text,499646538610,4/15/22 0:00,,136028,y,,n,
4133,Kate,Flores,(801) 718-1137,kflores286@yahoo.com,UT,email,502350333146,4/15/22 0:00,,179860,y,,,
4134,Victoria,Farmer,(435) 829-3902,victoriafarmer62@outlook.com,UT,text,721466036019,4/15/22 0:00,,71712,y,y,n,she
4135,Priscilla,Wilcox,(385) 619-5270,priscillawilcox44@gmail.com,UT,text,451850106225,4/15/22 0:00,,128254,y,y,,
4136,Isaac,Shaffer,(623) 484-9243,isaacshaffer66@gmail.com,AZ,email,126197567147,4/16/22 0:00,,158219,y,y,,
4137,Waylon,White,(208) 902-2041,waylonwhite22@outlook.com,ID,text,570339153581,4/16/22 0:00,,151638,n,n,,
4138,Ullr,Daniels,(208) 635-1984,ullrdaniels8@yahoo.com,ID,call,818023232150,4/16/22 0:00,,117935,y,n,n,
4139,Josiah,Richardson,(623) 763-5356,jrichardson5@gmail.com,AZ,call,470767369985,4/16/22 0:00,,,y,y,,he
4140,Hunter,Gilbert,(208) 474-7887,hgilbert204@gmail.com,ID,call,105695613667,4/16/22 0:00,,146760,y,n,y,
4141,Matthew,Edwards,(208) 995-3495,matthewedwards39@yahoo.com,ID,call,866717353107,4/16/22 0:00,,117260,y,y,y,he
4142,Jonas,Jordan,(208) 966-1525,jjordan147@yahoo.com,ID,,654496570488,4/16/22 0:00,,122003,n,n,n,
4143,Zachary,Wood,(208) 785-7726,zacharywood11@hotmail.com,ID,text,380751282300,4/16/22 0:00,,,y,y,,he
4144,Zoey,Foley,(208) 854-7596,zfoley633@hotmail.com,ID,email,299876882926,4/16/22 0:00,,,,,,she
4145,Devin,Moody,(208) 948-5144,dmoody158@outlook.com,ID,text,886711983514,4/16/22 0:00,,118539,y,y,n,
4146,Jocelyn,Williams,(602) 778-5035,jocelynwilliams23@yahoo.com,AZ,text,,4/16/22 0:00,,171523,,y,n,she
4147,Jordyn,Ellis,(208) 352-3981,jellis226@gmail.com,ID,call,,4/16/22 0:00,,129737,,,y,
4148,Stokton,Zimmerman,(435) 606-8662,szimmerman435@yahoo.com,UT,call,522163967844,4/16/22 0:00,,,y,y,n,he
4149,R.C.,Summers,(801) 304-3125,rsummers850@yahoo.com,UT,text,176114025743,4/16/22 0:00,,157197,,,n,he
4150,Rich,Hughes,(385) 679-7152,rhughes60@icloud.com,UT,call,317626488093,4/16/22 0:00,,87014,y,y,y,he
4151,Abraham,Horton,(208) 763-4921,ahorton921@gmail.com,ID,text,405864226886,4/17/22 0:00,,145867,y,n,y,
4152,Alessandra,Lee,(208) 495-2218,alessandralee48@hotmail.com,ID,text,,4/17/22 0:00,,186213,y,y,n,she
4153,Gracelynn,Reed,(208) 768-8443,greed396@gmail.com,ID,text,929112088972,4/17/22 0:00,,143694,y,y,,
4154,Brooks,Murray,(928) 243-9817,bmurray956@yahoo.com,AZ,text,171377008677,4/17/22 0:00,,164438,y,y,n,he
4155,Martin,Barber,(520) 622-4074,martinbarber82@icloud.com,AZ,text,207399154338,4/17/22 0:00,,134764,,,n,
4156,Opal,Jones,(208) 787-1988,opaljones58@outlook.com,ID,text,992427756211,4/17/22 0:00,,162307,y,y,n,she
4157,Everly,Vasquez,(623) 496-3058,everlyvasquez91@hotmail.com,AZ,text,857896997066,4/17/22 0:00,,112370,y,n,n,she
4158,Kenneth,Brown,(909) 905-7191,kbrown888@icloud.com,CA,text,673908454366,4/17/22 0:00,,,,,,
4159,Noah,Patrick,(208) 889-4630,npatrick701@gmail.com,ID,call,761969643765,4/17/22 0:00,,127152,y,y,n,
4160,Marleigh,Hayes,(801) 880-5287,marleighhayes82@hotmail.com,UT,,235451384987,4/18/22 0:00,,118558,y,n,n,she
4161,Roman,Buchanan,(208) 475-8020,romanbuchanan100@yahoo.com,ID,email,522248516117,4/18/22 0:00,,120645,y,n,n,
4162,Owen,Chase,(208) 968-6995,ochase600@gmail.com,ID,call,891147846216,4/18/22 0:00,,157018,y,n,y,
4163,Samuel,Horton,(208) 599-2950,samuelhorton73@snarlywhisper.net,ID,call,576621986058,4/18/22 0:00,,134338,y,y,n,he
4164,A.A.,Olson,(801) 706-3339,a.a.olson19@snarlywhisper.net,UT,call,731965656629,4/18/22 0:00,,334588,,y,n,he
4165,Theo,Harrison,(385) 524-2152,tharrison226@gmail.com,UT,email,764447175397,4/18/22 0:00,,134099,y,y,y,
4166,Zaria,Swanson,(435) 479-1761,,,text,970361814723,4/18/22 0:00,,,y,y,n,she
4167,Colt,Snyder,(623) 829-9966,csnyder717@witsend.com,AZ,text,425477329363,4/18/22 0:00,,191336,,,n,he
4168,Robin,Pitts,(602) 675-2460,rpitts60@gmail.com,AZ,text,876889066977,4/18/22 0:00,,169445,n,y,y,she
4169,Mariam,Walker,,mariamwalker68@icloud.com,ID,email,167878303491,4/18/22 0:00,,149944,y,n,y,
4170,Adeline,Cooper,(801) 789-2016,acooper559@yahoo.com,UT,call,749527148246,4/19/22 0:00,,118325,y,,y,
4171,A.A.,Morales,(385) 565-8783,amorales741@yahoo.com,UT,text,623940552016,4/19/22 0:00,,134901,,,,he
4172,Travis,Collins,(602) 318-2139,tcollins202@yahoo.com,AZ,email,696249566663,4/19/22 0:00,,125198,y,n,y,he
4173,Matthew,Hayes,(208) 638-7521,matthewhayes88@gmail.com,ID,,928350126364,4/19/22 0:00,,128406,n,,y,he
4174,Xander,Brown,(801) 992-2515,xbrown522@gmail.com,UT,email,402338262110,4/19/22 0:00,,149935,y,,y,
4175,Stephanie,Martin,(307) 736-1662,smartin997@yahoo.com,WY,text,567212121682,4/19/22 0:00,,,,,,she
4176,Travis,Pitts,(435) 667-9937,tpitts719@gmail.com,UT,text,284312690213,4/19/22 0:00,,280633,y,n,n,
4177,Thomas,Pope,(208) 925-2321,tpope363@gmail.com,ID,text,878205853487,4/20/22 0:00,,167903,y,y,n,
4178,Holden,Williams,(602) 344-2254,holdenwilliams93@hotmail.com,AZ,call,508270611304,4/20/22 0:00,,109221,y,n,,he
4179,Aria,Blair,(480) 911-1093,ablair953@outlook.com,AZ,email,884997708890,4/20/22 0:00,,111279,y,y,n,
4180,Scarlett,Tanner,(208) 423-7982,scarletttanner98@yahoo.com,ID,text,595886982124,4/20/22 0:00,,127697,,,,
4181,Gregory,Hernandez,(208) 811-9759,gregoryhernandez62@icloud.com,ID,text,484559916070,4/20/22 0:00,,,y,y,n,
4182,James,Johnson,(602) 359-4906,jjohnson215@hotmail.com,AZ,text,302059130929,4/20/22 0:00,,165185,y,,n,
4183,Seth,Walton,(801) 461-2555,swalton695@gmail.com,UT,text,346869197629,4/20/22 0:00,,350124,y,n,n,
4184,Janessa,English,(208) 526-2243,jenglish64@yahoo.com,ID,,370107665897,4/20/22 0:00,,128813,y,y,y,
4185,Kora,Knight,(801) 808-7857,kknight452@yahoo.com,UT,call,850712158284,4/20/22 0:00,,150868,y,y,y,she
4186,Princess,Christensen,(208) 328-3373,princesschristensen77@gmail.com,ID,text,645235385411,4/21/22 0:00,,140675,y,y,y,she
4187,Logan,Burns,(801) 448-6285,lburns443@gmail.com,UT,call,981000517096,4/21/22 0:00,,,,,,
4188,Madelyn,Alvarez,(602) 609-3137,madelynalvarez18@yahoo.com,AZ,text,657004361037,4/21/22 0:00,,133688,y,n,y,she
4189,Katalina,Taylor,(208) 260-5882,katalinataylor24@outlook.com,ID,call,433901073423,4/21/22 0:00,,160136,y,n,y,she
4190,Alayah,Cruz,(307) 674-3558,acruz795@snarlywhisper.net,WY,call,182252365603,4/21/22 0:00,,104127,y,y,y,she
4191,Theodore,Kelly,(801) 513-6817,theodorekelly60@hotmail.com,UT,email,330875971353,4/21/22 0:00,,192457,,,y,
4192,John,Dickerson,(801) 855-7738,johndickerson86@gmail.com,UT,email,362704302536,4/21/22 0:00,,,y,y,n,he
4193,Benjamin,Young,(385) 506-4938,benjaminyoung75@icloud.com,UT,text,490972264393,4/22/22 0:00,,144828,y,y,,they
4194,Arthur,Pope,(801) 340-4102,arthurpope91@gmail.com,UT,text,486418408836,4/22/22 0:00,,116746,y,n,y,he
4195,Brooke,James,(385) 794-2279,brookejames31@yahoo.com,UT,call,602414062176,4/22/22 0:00,,126306,,,n,she
4196,Bentley,Hodges,(801) 563-6111,bentleyhodges74@yahoo.com,UT,text,434100594836,4/22/22 0:00,,403140,,,,he
4197,Luna,Powell,(208) 392-8147,lunapowell38@hotmail.com,ID,call,378273692293,4/22/22 0:00,,169710,y,n,n,she
4198,Elsie,Wilson,(307) 920-8537,ewilson301@hotmail.com,WY,email,541502930871,4/22/22 0:00,,121137,,,,
4199,Chase,Harrison,(208) 928-1653,chaseharrison91@gmail.com,ID,text,290058896780,4/22/22 0:00,,160731,,,y,he
4200,Samuel,Mann,(208) 505-3313,smann42@gmail.com,ID,text,431438121619,4/22/22 0:00,,118128,,,n,he
4201,Destiny,Mathews,(208) 667-2656,dmathews320@yahoo.com,ID,call,327537516740,4/22/22 0:00,,134741,n,,y,she
4202,Lailah,Clark,(602) 927-7780,lailahclark76@yahoo.com,AZ,text,240869069584,4/22/22 0:00,,135724,y,y,,
4203,Alexander,Vargas,(801) 875-9701,avargas350@gmail.com,UT,,491946650247,4/22/22 0:00,,,,,,
4204,Myla,Clark,(602) 720-4648,mylaclark88@icloud.com,AZ,email,349492578688,4/22/22 0:00,,359163,y,n,,
4205,Aiden,Hood,(435) 748-9773,ahood625@gmail.com,UT,text,580409378195,4/22/22 0:00,,116623,y,,,
4206,Joel,Gray,(208) 357-5006,joelgray60@gmail.com,ID,email,513120070543,4/22/22 0:00,,187187,y,y,y,
4207,Heywood,Moore,(208) 813-8356,heywoodcamps77@gmail.com,ID,call,339305860180,4/22/22 0:00,,153700,y,y,n,he
4208,Donovan,Schmidt,(208) 386-9822,donovanschmidt47@gmail.com,ID,text,284754343959,4/22/22 0:00,,151595,y,n,y,
4209,Aya,Drake,(801) 501-9207,ayadrake59@gmail.com,UT,call,552726768943,4/22/22 0:00,,175138,,,y,
4210,Clara,Freeman,(602) 793-6773,cfreeman854@gmail.com,AZ,text,824814556862,4/22/22 0:00,,106744,y,,y,
4211,Cali,Malone,(602) 567-6577,cmalone238@icloud.com,AZ,email,843920305108,4/22/22 0:00,,168326,y,n,n,
4212,Eli,Perez,(208) 738-2765,eliperez61@outlook.com,ID,email,370937108830,4/23/22 0:00,,117702,y,,y,
4213,Joseph,Williams,(208) 407-7690,jwilliams259@hotmail.com,ID,text,351181344809,4/23/22 0:00,,152524,,n,,
4214,James,Carter,(385) 861-3092,jcarter844@gmail.com,UT,email,,4/23/22 0:00,,143238,y,y,y,he
4215,Hadassah,Adams,(385) 649-5578,hadassahadams2@icloud.com,UT,email,367078092579,4/23/22 0:00,,99887,y,y,,
4216,Legacy,Bowen,(480) 808-3873,legacybowen62@hotmail.com,AZ,text,300286268894,4/23/22 0:00,,181823,y,y,y,
4217,Luella,Love,(480) 579-1150,llove550@icloud.com,AZ,text,435638323450,4/23/22 0:00,,155417,,,n,
4218,Mariah,Potter,(623) 268-9861,mpotter863@hotmail.com,AZ,call,153820965457,4/23/22 0:00,,150893,y,y,n,
4219,Scarlett,Mendoza,(208) 358-7453,smendoza640@yahoo.com,ID,email,768122273484,4/23/22 0:00,,156385,y,y,y,
4220,D.J.,Jones,,d.j.jones41@gmail.com,UT,email,587587573760,4/23/22 0:00,,100163,y,y,n,
4221,Parker,Brock,(385) 311-2100,parkerbrock34@hotmail.com,UT,email,141216751042,4/23/22 0:00,,140993,y,y,y,
4222,Lincoln,Alvarez,,lincolnalvarez90@yahoo.com,CA,email,127425767188,4/23/22 0:00,,219985,n,,y,
4223,Noah,Shelton,(208) 523-8136,nshelton181@yahoo.com,ID,email,570173471470,4/23/22 0:00,,169821,y,y,y,
4224,Monroe,Gomez,(602) 646-5395,monroegomez7@gmail.com,AZ,email,780675493490,4/23/22 0:00,,124452,y,n,y,
4225,Finn,Potter,(425) 279-9768,finnpotter41@icloud.com,WA,,572540980865,4/23/22 0:00,,133314,y,y,n,he
4226,Meilani,Porter,(801) 682-4158,mporter961@hotmail.com,UT,text,966571728260,4/23/22 0:00,,107582,y,n,y,she
4227,McKay,Harris,(801) 714-4731,mharris927@gmail.com,UT,,490057324878,4/23/22 0:00,,144767,,,n,
4228,Gabrielle,Ramirez,(801) 622-1557,gabrielleramirez62@gmail.com,UT,call,904920925552,4/23/22 0:00,,,,,y,
4229,Emmett,Henson,(208) 396-5262,ehenson500@icloud.com,ID,email,,4/23/22 0:00,,155904,y,,n,he
4230,Kai,Hernandez,(602) 839-9706,kaihernandez81@outlook.com,AZ,,695831199070,4/23/22 0:00,,78390,y,n,,she
4231,Paulina,Wolf,(208) 258-5715,pwolf317@yahoo.com,ID,call,535036372974,4/23/22 0:00,,,,,,she
4232,Gavin,Peterson,(385) 489-4411,gavinpeterson33@hotmail.com,UT,text,679735459866,4/23/22 0:00,,,,,,he
4233,John,Carpenter,(208) 998-9468,jcarpenter429@iheartemail.com,ID,email,298017088681,4/23/22 0:00,,108863,y,y,y,
4234,Christopher,Mills,(520) 824-7341,cmills685@hotmail.com,AZ,call,538951770036,4/23/22 0:00,,134683,n,,n,
4235,Ethan,Molina,(208) 956-6814,ethanmolina2@hotmail.com,ID,text,516015555127,4/23/22 0:00,,151896,y,y,n,
4236,Clayton,Andrews,(801) 552-2337,claytonandrews22@yahoo.com,UT,call,664158380022,4/24/22 0:00,,101669,y,y,n,he
4237,Whitley,Grant,(801) 599-6234,whitleygrant44@yahoo.com,UT,call,102228924799,4/24/22 0:00,,149303,y,y,y,
4238,Ryan,Kelly,(801) 733-5575,ryankelly81@yahoo.com,UT,email,319209314849,4/24/22 0:00,,165347,,,n,
4239,Maeve,Shelton,(623) 496-6217,maeveshelton2@yahoo.com,AZ,email,795632335731,4/24/22 0:00,,85576,y,n,y,
4240,Bentley,York,(602) 379-6450,bentleyyork94@gmail.com,AZ,email,596269870349,4/24/22 0:00,,172716,y,y,y,
4241,Caleb,Calhoun,(801) 289-7331,ccalhoun104@yahoo.com,UT,call,684363339150,4/24/22 0:00,,105253,y,y,n,
4242,Spencer,Gutierrez,(801) 754-5141,sgutierrez224@yahoo.com,UT,text,928688416584,4/24/22 0:00,,,y,y,,he
4243,Alma,Swanson,(623) 524-1904,almaswanson67@yahoo.com,AZ,text,595622379160,4/24/22 0:00,,132994,y,y,,
4244,Camila,Brown,(208) 797-6807,cbrown859@icloud.com,ID,email,473600915190,4/24/22 0:00,,,n,,y,
4245,Robert,Vasquez,(602) 981-1122,rvasquez99@icloud.com,AZ,text,546512512266,4/24/22 0:00,,96855,n,n,n,he
4246,Wyatt,Clay,(208) 690-8132,wclay698@gmail.com,ID,call,409020460356,4/24/22 0:00,,119425,y,y,n,
4247,Matt,Summers,(208) 701-6923,mattsummers39@hotmail.com,ID,text,558605406508,4/24/22 0:00,,141961,y,y,n,
4248,Carter,Edwards,(801) 610-4917,cedwards555@outlook.com,UT,text,217656555472,4/24/22 0:00,,150440,y,y,y,he
4249,Michael,Christian,(801) 315-3246,mchristian454@hotmail.com,UT,text,253561438551,4/24/22 0:00,,137318,y,y,y,
